unit	cone	cross	drought_b	survival_time	biomass	log_surv	sqrt_surv	log_biomass	sqrt_biomass
C2	NA	A	20.11827	34	0.058	1.531478917	5.830951895	-1.236572006	0.240831892
C2	NA	A	16.74136	27	0.0926	1.431363764	5.196152423	-1.033389013	0.304302481
C2	NA	A	13.9709	26	0.15	1.414973348	5.099019514	-0.823908741	0.387298335
C2	NA	A	17.82653	27	0.0909	1.431363764	5.196152423	-1.041436117	0.301496269
C2	NA	A	27.76166	35	0.0328	1.544068044	5.916079783	-1.484126156	0.181107703
C2	NA	A	21.97063	34	0.0493	1.531478917	5.830951895	-1.307153081	0.222036033
C2	NA	A	12.22526	26	0.1801	1.414973348	5.099019514	-0.744486287	0.424381903
C2	NA	A	16.74136	27	0.0909	1.431363764	5.196152423	-1.041436117	0.301496269
C2	NA	A	20.87044	34	0.0872	1.531478917	5.830951895	-1.059483515	0.295296461
C2	NA	A	15.56639	26	0.1339	1.414973348	5.099019514	-0.873219423	0.365923489
C2	NA	A	16.01185	27	0.1025	1.431363764	5.196152423	-0.989276135	0.320156212
C2	NA	A	18.81694	28	0.0766	1.447158031	5.291502622	-1.11577123	0.27676705
C2	NA	A	17.3698	27	0.065	1.431363764	5.196152423	-1.187086643	0.254950976
C2	NA	A	20.73658	28	0.0974	1.447158031	5.291502622	-1.011441043	0.312089731
C2	NA	A	13.9709	26	0.1515	1.414973348	5.099019514	-0.819587367	0.389230009
C2	NA	A	16.5282	26	0.0805	1.414973348	5.099019514	-1.09420412	0.283725219
C2	NA	A	16.74136	27	0.0832	1.431363764	5.196152423	-1.079876674	0.288444102
C2	NA	A	19.68729	28	0.0622	1.447158031	5.291502622	-1.206209615	0.249399278
C2	NA	A	26.30166	35	0.0312	1.544068044	5.916079783	-1.505845406	0.176635217
C2	NA	A	23.39715	35	0.0655	1.544068044	5.916079783	-1.1837587	0.255929678
C2	NA	A	13.46523	26	0.1563	1.414973348	5.099019514	-0.806041022	0.395347948
C2	NA	A	16.46153	28	0.1332	1.447158031	5.291502622	-0.875495775	0.364965752
C2	NA	A	13.46523	26	0.1343	1.414973348	5.099019514	-0.871923987	0.366469644
C2	NA	A	18.95559	27	0.0664	1.431363764	5.196152423	-1.177831921	0.257681975
C2	NA	A	23.58379	35	0.0442	1.544068044	5.916079783	-1.354577731	0.21023796
C2	NA	A	20.48584	35	0.0902	1.544068044	5.916079783	-1.044793462	0.300333148
C2	NA	A	16.92041	26	0.083	1.414973348	5.099019514	-1.080921908	0.288097206
C2	NA	A	13.54928	27	0.122	1.431363764	5.196152423	-0.913640169	0.349284984
C2	NA	A	18.53159	28	0.0843	1.447158031	5.291502622	-1.074172425	0.290344623
C2	NA	A	18.1883	27	0.1322	1.431363764	5.196152423	-0.878768545	0.363593179
C2	NA	A	24.18135	35	0.0503	1.544068044	5.916079783	-1.298432015	0.224276615
C2	NA	A	15.84588	26	0.1122	1.414973348	5.099019514	-0.950007143	0.334962684
C2	NA	A	18.35016	27	0.0577	1.431363764	5.196152423	-1.238824187	0.240208243
C2	NA	A	25.48077	34	0.0569	1.531478917	5.830951895	-1.244887734	0.238537209
C2	NA	G	18.88941	28	0.0568	1.447158031	5.291502622	-1.245651664	0.238327506
C2	NA	G	17.88923	34	0.1157	1.531478917	5.830951895	-0.936666641	0.340147027
C2	NA	G	24.06396	35	0.0394	1.544068044	5.916079783	-1.404503778	0.198494332
C2	NA	G	16.5282	26	0.1198	1.414973348	5.099019514	-0.921543182	0.346121366
C2	NA	G	17.62532	28	0.0882	1.447158031	5.291502622	-1.054531415	0.296984848
C2	NA	G	26.89032	35	0.0324	1.544068044	5.916079783	-1.48945499	0.18
C2	NA	G	16.5282	26	0.0877	1.414973348	5.099019514	-1.057000407	0.296141858
C2	NA	G	14.00042	22	0.1198	1.342422681	4.69041576	-0.921543182	0.346121366
C2	NA	G	12.4887	22	0.1689	1.342422681	4.69041576	-0.77237035	0.410974452
C2	NA	G	13.54928	27	0.1363	1.431363764	5.196152423	-0.865504144	0.369188299
C2	NA	G	20.78465	28	0.0614	1.447158031	5.291502622	-1.211831629	0.247790234
C2	NA	G	16.74136	27	0.0721	1.431363764	5.196152423	-1.142064735	0.268514432
C2	NA	G	16.74136	27	0.0613	1.431363764	5.196152423	-1.212539525	0.247588368
C2	NA	G	14.81738	26	0.1011	1.414973348	5.099019514	-0.995248844	0.317962262
C2	NA	G	12.32724	22	0.1234	1.342422681	4.69041576	-0.90868484	0.351283361
C2	NA	G	13.9709	26	0.1113	1.414973348	5.099019514	-0.953504836	0.333616546
C2	NA	G	16.54606	26	0.0715	1.414973348	5.099019514	-1.145693958	0.267394839
C2	NA	G	16.74136	27	0.1011	1.431363764	5.196152423	-0.995248844	0.317962262
C2	NA	G	16.34294	27	0.0765	1.431363764	5.196152423	-1.116338565	0.276586334
C2	NA	G	25.5182	35	0.0503	1.544068044	5.916079783	-1.298432015	0.224276615
C2	NA	G	18.88941	28	0.0795	1.447158031	5.291502622	-1.099632871	0.281957444
C2	NA	G	18.05296	28	0.081	1.447158031	5.291502622	-1.091514981	0.284604989
C2	NA	G	13.54928	27	0.1203	1.431363764	5.196152423	-0.919734373	0.346842904
C2	NA	G	21.11885	28	0.0493	1.447158031	5.291502622	-1.307153081	0.222036033
C2	NA	G	16.92041	26	0.103	1.414973348	5.099019514	-0.987162775	0.320936131
C2	NA	G	16.92041	26	0.0879	1.414973348	5.099019514	-1.056011125	0.296479342
C2	NA	G	14.51066	27	0.1673	1.431363764	5.196152423	-0.776504059	0.409023227
C2	NA	G	13.9709	26	0.1273	1.414973348	5.099019514	-0.895171596	0.356791255
C2	NA	G	21.37658	34	0.0422	1.531478917	5.830951895	-1.374687549	0.205426386
C2	NA	G	16.34294	27	0.1211	1.431363764	5.196152423	-0.916855857	0.347994253
C2	NA	G	18.08773	28	0.1052	1.447158031	5.291502622	-0.97798426	0.324345495
C2	NA	G	20.73394	28	0.0814	1.447158031	5.291502622	-1.089375595	0.285306852
C2	NA	G	17.3698	27	0.0513	1.431363764	5.196152423	-1.289882635	0.226495033
C2	NA	G	18.05296	28	0.0569	1.447158031	5.291502622	-1.244887734	0.238537209
C2	NA	G	20.81985	34	0.0512	1.531478917	5.830951895	-1.290730039	0.22627417
C2	NA	G	13.9709	26	0.1486	1.414973348	5.099019514	-0.827981191	0.385486705
C2	NA	G	20.11827	34	0.0647	1.531478917	5.830951895	-1.189095719	0.254361947
C2	NA	G	16.74136	27	0.1016	1.431363764	5.196152423	-0.993106292	0.318747549
C2	NA	G	16.74136	27	0.089	1.431363764	5.196152423	-1.050609993	0.298328678
C2	NA	G	20.73658	28	0.0777	1.447158031	5.291502622	-1.109578981	0.278747197
C2	NA	G	13.54928	27	0.1122	1.431363764	5.196152423	-0.950007143	0.334962684
C2	NA	G	20.7885	28	0.1019	1.447158031	5.291502622	-0.991825816	0.319217794
C2	NA	G	20.48584	35	0.0497	1.544068044	5.916079783	-1.303643611	0.222934968
C2	NA	G	13.09231	22	0.1216	1.342422681	4.69041576	-0.915066425	0.348711915
C2	NA	G	20.81985	34	0.0365	1.531478917	5.830951895	-1.437707136	0.191049732
C2	NA	G	19.53697	27	0.0525	1.431363764	5.196152423	-1.279840697	0.229128785
C2	NA	G	13.9709	26	0.1145	1.414973348	5.099019514	-0.941194513	0.338378486
C2	NA	G	13.9709	26	0.1222	1.414973348	5.099019514	-0.912928794	0.349571166
E3	6	A	14.26924361	26	0.11373	1.414973348	5.099019514	-0.944124961	0.337238788
E3	8	A	17.09967283	26	0.0687	1.414973348	5.099019514	-1.163043263	0.262106848
E3	9	A	16.78101213	28	0.09706	1.447158031	5.291502622	-1.012959713	0.311544539
E3	10	A	16.78101213	28	0.09526	1.447158031	5.291502622	-1.021089423	0.308642188
E3	11	A	16.78101213	28	0.10568	1.447158031	5.291502622	-0.976007195	0.325084604
E3	14	A	14.83223038	28	0.09565	1.447158031	5.291502622	-1.019315026	0.309273342
E3	15	A	16.78101213	28	0.07892	1.447158031	5.291502622	-1.102812923	0.280927037
E3	17	A	16.78101213	28	0.09521	1.447158031	5.291502622	-1.021317435	0.308561177
E3	19	A	17.09967283	26	0.09125	1.414973348	5.099019514	-1.039767127	0.302076149
E3	21	A	14.38417384	24	0.09385	1.380211242	4.898979486	-1.027565723	0.306349474
E3	24	A	16.78101213	28	0.1109	1.447158031	5.291502622	-0.955068454	0.333016516
E3	26	A	15.95969645	28	0.11922	1.447158031	5.291502622	-0.923650883	0.345282493
E3	28	A	15.35052833	24	0.0848	1.380211242	4.898979486	-1.071604148	0.291204396
E3	31	A	16.78101213	28	0.1135	1.447158031	5.291502622	-0.945004138	0.336897611
E3	33	A	14.33259021	31	0.1243	1.491361694	5.567764363	-0.905528871	0.352562051
E3	34	A	17.23647114	28	0.0879	1.447158031	5.291502622	-1.056011125	0.296479342
E3	35	A	16.78101213	28	0.0837	1.447158031	5.291502622	-1.077274542	0.289309523
E3	36	A	15.20362227	28	0.10546	1.447158031	5.291502622	-0.976912233	0.324746055
E3	39	A	15.98033463	28	0.1035	1.447158031	5.291502622	-0.98505965	0.321714159
E3	40	A	13.73367187	28	0.1029	1.447158031	5.291502622	-0.987584625	0.320780299
E3	43	A	15.98033463	28	0.0981	1.447158031	5.291502622	-1.008330993	0.313209195
E3	46	A	18.27694695	28	0.0932	1.447158031	5.291502622	-1.030584088	0.30528675
E3	47	A	17.09967283	26	0.0854	1.414973348	5.099019514	-1.068542129	0.292232784
E3	48	A	16.26933842	28	0.0956	1.447158031	5.291502622	-1.019542108	0.309192497
E3	49	A	18.51109509	31	0.0818	1.491361694	5.567764363	-1.087246696	0.286006993
E3	56	A	15.43625068	24	0.0848	1.380211242	4.898979486	-1.071604148	0.291204396
E3	58	A	17.20747788	26	0.0825	1.414973348	5.099019514	-1.083546051	0.287228132
E3	59	A	14.01745315	28	0.106	1.447158031	5.291502622	-0.974694135	0.325576412
E3	61	A	17.09967283	26	0.0874	1.414973348	5.099019514	-1.058488567	0.29563491
E3	65	A	16.38448951	26	0.1	1.414973348	5.099019514	-1	0.316227766
E3	68	A	18.62108344	26	0.07962	1.414973348	5.099019514	-1.098977827	0.282170161
E3	69	A	17.10721498	24	0.09632	1.380211242	4.898979486	-1.016283526	0.310354636
E3	70	A	17.23647114	28	0.0851	1.447158031	5.291502622	-1.07007044	0.291719043
E3	71	A	17.1268372	26	0.10931	1.414973348	5.099019514	-0.961340106	0.330620629
E3	72	A	15.12554294	26	0.0912	1.414973348	5.099019514	-1.040005162	0.301993377
E3	73	A	17.26189264	24	0.1059	1.380211242	4.898979486	-0.97510404	0.325422802
E3	74	A	17.09967283	26	0.0875	1.414973348	5.099019514	-1.057991947	0.295803989
E3	75	A	17.1268372	26	0.08859	1.414973348	5.099019514	-1.052615298	0.297640723
E3	76	A	17.09967283	26	0.0991	1.414973348	5.099019514	-1.003926346	0.314801525
E3	78	A	15.35052833	24	0.11188	1.380211242	4.898979486	-0.951247542	0.334484678
E3	79	A	15.35052833	24	0.08936	1.380211242	4.898979486	-1.04885684	0.29893143
E3	81	A	16.78101213	28	0.1065	1.447158031	5.291502622	-0.972650392	0.326343377
E3	83	A	14.71703881	28	0.08986	1.447158031	5.291502622	-1.046433586	0.299766576
E3	85	A	16.81034442	21	0.0955	1.322219295	4.582575695	-1.019996628	0.309030743
E3	88	A	14.325164	21	0.11923	1.322219295	4.582575695	-0.923614456	0.345296974
E3	93	A	13.73367187	28	0.10429	1.447158031	5.291502622	-0.981757333	0.322939623
E3	95	A	15.25324957	21	0.0872	1.322219295	4.582575695	-1.059483515	0.295296461
E3	96	A	13.72266961	28	0.1065	1.447158031	5.291502622	-0.972650392	0.326343377
E3	1	G	19.24014478	26	0.0711	1.414973348	5.099019514	-1.148130399	0.266645833
E3	2	G	15.96968189	26	0.0844	1.414973348	5.099019514	-1.073657553	0.290516781
E3	3	G	18.27694695	28	0.0804	1.447158031	5.291502622	-1.094743951	0.283548938
E3	4	G	17.09967283	26	0.08658	1.414973348	5.099019514	-1.062582419	0.294244796
E3	5	G	16.78101213	28	0.0889	1.447158031	5.291502622	-1.051098239	0.29816103
E3	7	G	16.78101213	28	0.083	1.447158031	5.291502622	-1.080921908	0.288097206
E3	12	G	17.09967283	26	0.0943	1.414973348	5.099019514	-1.025488307	0.307083051
E3	13	G	17.48842259	24	0.08533	1.380211242	4.898979486	-1.068898254	0.292112992
E3	16	G	16.26390973	31	0.09887	1.491361694	5.567764363	-1.004935466	0.314436003
E3	18	G	17.09967283	26	0.09445	1.414973348	5.099019514	-1.024798038	0.307327187
E3	20	G	16.78101213	28	0.0958	1.447158031	5.291502622	-1.018634491	0.309515751
E3	22	G	16.78101213	28	0.096	1.447158031	5.291502622	-1.017728767	0.309838668
E3	23	G	17.23647114	28	0.1042	1.447158031	5.291502622	-0.982132281	0.322800248
E3	25	G	17.09967283	26	0.11153	1.414973348	5.099019514	-0.952608298	0.333961076
E3	27	G	16.18047808	28	0.1002	1.447158031	5.291502622	-0.999132278	0.316543836
E3	29	G	15.20362227	28	0.1087	1.447158031	5.291502622	-0.963770456	0.32969683
E3	30	G	19.5191824	28	0.0789	1.447158031	5.291502622	-1.102922997	0.280891438
E3	32	G	15.98033463	28	0.1182	1.447158031	5.291502622	-0.927382523	0.343802269
E3	37	G	17.09967283	26	0.0975	1.414973348	5.099019514	-1.010995384	0.3122499
E3	38	G	18.37008572	28	0.0847	1.447158031	5.291502622	-1.07211659	0.291032644
E3	41	G	17.20747788	26	0.08554	1.414973348	5.099019514	-1.067830754	0.292472221
E3	42	G	15.43625068	24	0.09736	1.380211242	4.898979486	-1.011619435	0.31202564
E3	44	G	16.76076011	28	0.0942	1.447158031	5.291502622	-1.025949097	0.306920185
E3	45	G	17.09967283	26	0.1088	1.414973348	5.099019514	-0.963371105	0.32984845
E3	50	G	16.78101213	28	0.10512	1.447158031	5.291502622	-0.978314648	0.324222146
E3	51	G	15.30059633	28	0.1268	1.447158031	5.291502622	-0.896880746	0.356089876
E3	52	G	22.95398562	28	0.0542	1.447158031	5.291502622	-1.266000713	0.232808935
E3	53	G	17.1268372	26	0.0944	1.414973348	5.099019514	-1.025028006	0.30724583
E3	54	G	17.09967283	26	0.0914	1.414973348	5.099019514	-1.039053804	0.302324329
E3	55	G	16.28076431	26	0.1188	1.414973348	5.099019514	-0.925183559	0.344673759
E3	57	G	17.1268372	26	0.0782	1.414973348	5.099019514	-1.106793247	0.279642629
E3	60	G	15.98033463	28	0.1034	1.447158031	5.291502622	-0.985479461	0.321558704
E3	62	G	13.72266961	28	0.1211	1.447158031	5.291502622	-0.916855857	0.347994253
E3	63	G	15.98033463	28	0.0877	1.447158031	5.291502622	-1.057000407	0.296141858
E3	64	G	16.76076011	28	0.0919	1.447158031	5.291502622	-1.036684489	0.303150128
E3	66	G	17.23647114	28	0.1205	1.447158031	5.291502622	-0.919012953	0.347131099
E3	67	G	16.99446611	24	0.10888	1.380211242	4.898979486	-0.963051888	0.329969696
E3	77	G	17.48842259	24	0.0783	1.380211242	4.898979486	-1.106238238	0.279821372
E3	80	G	17.20747788	26	0.10259	1.414973348	5.099019514	-0.98889497	0.320296737
E3	82	G	16.78101213	28	0.0923	1.447158031	5.291502622	-1.034798299	0.303809151
E3	84	G	15.30059633	28	0.1235	1.447158031	5.291502622	-0.908333042	0.351425668
E3	86	G	14.325164	21	0.11888	1.322219295	4.582575695	-0.924891204	0.344789791
E3	87	G	18.27694695	28	0.0892	1.447158031	5.291502622	-1.049635146	0.29866369
E3	89	G	14.325164	21	0.101	1.322219295	4.582575695	-0.995678626	0.317804972
E3	90	G	17.20747788	26	0.08748	1.414973348	5.099019514	-1.058091226	0.295770181
E3	91	G	16.81034442	21	0.0842	1.322219295	4.582575695	-1.074687909	0.290172363
E3	92	G	16.14130916	21	0.1003	1.322219295	4.582575695	-0.998699067	0.316701752
E3	94	G	17.20747788	26	0.0653	1.414973348	5.099019514	-1.185086819	0.255538647
F1	1	A	21.61311335	31	0.0826	1.491361694	5.567764363	-1.083019953	0.287402157
F1	2	A	20.09596966	33	0.09047	1.51851394	5.744562647	-1.04349541	0.300782313
F1	3	A	22.67732371	31	0.09547	1.491361694	5.567764363	-1.020133077	0.3089822
F1	4	A	21.61311335	31	0.08317	1.491361694	5.567764363	-1.080033299	0.288392094
F1	5	A	19.2398799	28	0.11364	1.447158031	5.291502622	-0.944468775	0.337105325
F1	7	A	15.3309434	28	0.10445	1.447158031	5.291502622	-0.981091556	0.323187252
F1	8	A	19.1654399	31	0.1092	1.491361694	5.567764363	-0.961777362	0.330454233
F1	13	A	18.2205351	28	0.1042	1.447158031	5.291502622	-0.982132281	0.322800248
F1	14	A	19.8365556	31	0.1189	1.491361694	5.567764363	-0.924818145	0.344818793
F1	15	A	19.2398799	28	0.1123	1.447158031	5.291502622	-0.949620244	0.335111922
F1	16	A	16.70155748	28	0.0914	1.447158031	5.291502622	-1.039053804	0.302324329
F1	17	A	20.5975657	28	0.09879	1.447158031	5.291502622	-1.005287015	0.314308765
F1	19	A	19.28207713	28	0.10871	1.447158031	5.291502622	-0.963730504	0.329711996
F1	20	A	18.36540624	33	0.1178	1.51851394	5.744562647	-0.92885471	0.343220046
F1	21	A	18.89363746	26	0.09337	1.414973348	5.099019514	-1.029792641	0.30556505
F1	22	A	15.62160863	33	0.13318	1.51851394	5.744562647	-0.875560989	0.364938351
F1	25	A	18.2205351	28	0.1369	1.447158031	5.291502622	-0.863596552	0.37
F1	29	A	16.19463358	31	0.1179	1.491361694	5.567764363	-0.928486195	0.343365694
F1	32	A	19.1654399	31	0.13171	1.491361694	5.567764363	-0.88038125	0.362918724
F1	34	A	19.77500236	33	0.10316	1.51851394	5.744562647	-0.986488667	0.321185305
F1	39	A	18.72086262	31	0.1298	1.491361694	5.567764363	-0.886725308	0.360277671
F1	40	A	17.23293645	33	0.11771	1.51851394	5.744562647	-0.92918664	0.34308891
F1	41	A	16.19463358	31	0.12078	1.491361694	5.567764363	-0.918004975	0.347534171
F1	44	A	15.62160863	33	0.1204	1.51851394	5.744562647	-0.919373513	0.346987031
F1	46	A	19.11852695	28	0.0954	1.447158031	5.291502622	-1.020451625	0.308868904
F1	47	A	16.70155748	28	0.12459	1.447158031	5.291502622	-0.904516814	0.352973087
F1	48	A	17.94822506	31	0.10346	1.491361694	5.567764363	-0.985227526	0.321651986
F1	51	A	16.70155748	28	0.148	1.447158031	5.291502622	-0.829738285	0.384707681
F1	52	A	18.36540624	33	0.1182	1.51851394	5.744562647	-0.927382523	0.343802269
F1	53	A	18.94184505	35	0.087	1.544068044	5.916079783	-1.060480747	0.294957624
F1	56	A	16.23858086	28	0.1081	1.447158031	5.291502622	-0.966174306	0.328785644
F1	57	A	16.70155748	28	0.12529	1.447158031	5.291502622	-0.902083591	0.353963275
F1	61	A	19.03145554	28	0.1134	1.447158031	5.291502622	-0.945386945	0.336749165
F1	64	A	16.19463358	31	0.1191	1.491361694	5.567764363	-0.924088239	0.345108679
F1	65	A	18.2205351	28	0.12112	1.447158031	5.291502622	-0.916784138	0.348022988
F1	68	A	18.34319416	31	0.1153	1.491361694	5.567764363	-0.938170693	0.339558537
F1	72	A	16.91137431	28	0.13731	1.447158031	5.291502622	-0.862297833	0.37055364
F1	74	A	19.1654399	31	0.131	1.491361694	5.567764363	-0.882728704	0.361939221
F1	76	A	18.2205351	28	0.1264	1.447158031	5.291502622	-0.898252926	0.355527777
F1	77	A	15.47343076	31	0.13525	1.491361694	5.567764363	-0.868862726	0.367763511
F1	78	A	16.19463358	31	0.1267	1.491361694	5.567764363	-0.897223385	0.355949435
F1	79	A	16.5003746	31	0.1384	1.491361694	5.567764363	-0.85886391	0.372021505
F1	83	A	18.06613573	31	0.14367	1.491361694	5.567764363	-0.842633908	0.379038257
F1	86	A	27.87234754	35	0.09	1.544068044	5.916079783	-1.045757491	0.3
F1	91	A	16.23858086	28	0.11448	1.447158031	5.291502622	-0.941270379	0.338348932
F1	92	A	15.62160863	33	0.1377	1.51851394	5.744562647	-0.86106606	0.371079506
F1	93	A	17.94822506	31	0.11861	1.491361694	5.567764363	-0.925878694	0.344398026
F1	94	A	16.5003746	31	0.15115	1.491361694	5.567764363	-0.820591848	0.388780144
F1	6	G	16.81920957	28	0.11677	1.447158031	5.291502622	-0.93266872	0.341716257
F1	9	G	16.47899901	31	0.1245	1.491361694	5.567764363	-0.904830649	0.352845575
F1	10	G	18.30614856	33	0.12025	1.51851394	5.744562647	-0.919914915	0.346770818
F1	11	G	18.30614856	33	0.14158	1.51851394	5.744562647	-0.848998092	0.376271179
F1	12	G	17.94822506	31	0.11665	1.491361694	5.567764363	-0.933115257	0.341540627
F1	18	G	16.994377	33	0.11324	1.51851394	5.744562647	-0.946000139	0.336511515
F1	23	G	16.19463358	31	0.1282	1.491361694	5.567764363	-0.892111975	0.358050276
F1	24	G	19.2398799	28	0.103	1.447158031	5.291502622	-0.987162775	0.320936131
F1	26	G	20.97704785	28	0.1125	1.447158031	5.291502622	-0.948847478	0.335410197
F1	27	G	22.80745519	28	0.07677	1.447158031	5.291502622	-1.114808459	0.277073997
F1	28	G	19.07259678	31	0.1184	1.491361694	5.567764363	-0.926648298	0.344093011
F1	30	G	18.35028102	33	0.12179	1.51851394	5.744562647	-0.91438837	0.34898424
F1	31	G	18.36540624	33	0.12084	1.51851394	5.744562647	-0.917789283	0.347620483
F1	33	G	16.90696867	28	0.12562	1.447158031	5.291502622	-0.900941211	0.354429118
F1	35	G	16.81920957	28	0.1117	1.447158031	5.291502622	-0.951946827	0.334215499
F1	36	G	16.19463358	31	0.1316	1.491361694	5.567764363	-0.880744111	0.362767143
F1	37	G	19.07259678	31	0.1402	1.491361694	5.567764363	-0.853251986	0.374432905
F1	38	G	18.2205351	28	0.1029	1.447158031	5.291502622	-0.987584625	0.320780299
F1	42	G	16.01416987	28	0.1352	1.447158031	5.291502622	-0.869023308	0.367695526
F1	43	G	17.16104209	26	0.1173	1.414973348	5.099019514	-0.930701988	0.342490876
F1	45	G	15.62160863	33	0.14685	1.51851394	5.744562647	-0.833126049	0.383210125
F1	49	G	16.19274386	31	0.1162	1.491361694	5.567764363	-0.934793872	0.340881211
F1	50	G	19.52583174	28	0.0924	1.447158031	5.291502622	-1.034328029	0.303973683
F1	54	G	16.87107793	26	0.13781	1.414973348	5.099019514	-0.860719267	0.371227693
F1	55	G	15.67418654	31	0.1187	1.491361694	5.567764363	-0.925549281	0.344528664
F1	58	G	18.2205351	28	0.1229	1.447158031	5.291502622	-0.910448117	0.350570963
F1	59	G	18.34319416	31	0.1301	1.491361694	5.567764363	-0.885722703	0.360693776
F1	60	G	16.23858086	28	0.12117	1.447158031	5.291502622	-0.916604892	0.348094815
F1	62	G	17.94822506	31	0.09853	1.491361694	5.567764363	-1.006431517	0.313894887
F1	63	G	16.19463358	31	0.1406	1.491361694	5.567764363	-0.852014679	0.374966665
F1	66	G	19.2398799	28	0.1186	1.447158031	5.291502622	-0.925915311	0.344383507
F1	67	G	16.90701727	33	0.13469	1.51851394	5.744562647	-0.870664647	0.367001362
F1	69	G	16.47899901	31	0.1161	1.491361694	5.567764363	-0.93516778	0.340734501
F1	70	G	16.10096254	28	0.1178	1.447158031	5.291502622	-0.92885471	0.343220046
F1	71	G	18.36540624	33	0.1298	1.51851394	5.744562647	-0.886725308	0.360277671
F1	73	G	17.96133033	31	0.1278	1.491361694	5.567764363	-0.893469146	0.357491259
F1	75	G	23.62354621	31	0.10031	1.491361694	5.567764363	-0.99865577	0.31671754
F1	80	G	18.06613573	31	0.1315	1.491361694	5.567764363	-0.881074247	0.362629287
F1	81	G	18.2205351	28	0.12917	1.447158031	5.291502622	-0.88883834	0.359402282
F1	82	G	18.79787588	28	0.1131	1.447158031	5.291502622	-0.946537395	0.336303434
F1	84	G	16.10096254	28	0.1375	1.447158031	5.291502622	-0.861697302	0.370809924
F1	85	G	15.62160863	33	0.1362	1.51851394	5.744562647	-0.865822892	0.369052842
F1	87	G	16.23858086	28	0.1289	1.447158031	5.291502622	-0.889747083	0.359026461
F1	88	G	18.35028102	33	0.1449	1.51851394	5.744562647	-0.838931615	0.380657326
F1	89	G	20.62910648	31	0.0942	1.491361694	5.567764363	-1.025949097	0.306920185
F1	90	G	16.19463358	31	0.13709	1.491361694	5.567764363	-0.862994224	0.370256668
F1	95	G	20.60872345	28	0.1006	1.447158031	5.291502622	-0.997402019	0.317175031
F1	96	G	16.23858086	28	0.1316	1.447158031	5.291502622	-0.880744111	0.362767143
H1	4	A	15.18681975	26	0.092	1.414973348	5.099019514	-1.036212173	0.303315018
H1	7	A	16.97734038	28	0.0824	1.447158031	5.291502622	-1.084072788	0.287054002
H1	11	A	16.97734038	28	0.1245	1.447158031	5.291502622	-0.904830649	0.352845575
H1	12	A	17.1461557	26	0.1038	1.414973348	5.099019514	-0.983802646	0.322180074
H1	13	A	18.10159649	31	0.1166	1.491361694	5.567764363	-0.93330145	0.341467422
H1	15	A	19.17061951	26	0.11272	1.414973348	5.099019514	-0.94799902	0.335737993
H1	16	A	16.52882787	31	0.1194	1.491361694	5.567764363	-0.922995673	0.345543051
H1	17	A	16.97734038	28	0.114	1.447158031	5.291502622	-0.943095149	0.33763886
H1	18	A	16.45148431	26	0.12744	1.414973348	5.099019514	-0.894694237	0.356987395
H1	19	A	18.3699545	28	0.1172	1.447158031	5.291502622	-0.931072388	0.342344855
H1	21	A	16.29709899	26	0.1133	1.414973348	5.099019514	-0.94577009	0.336600654
H1	23	A	16.2240698	28	0.10771	1.447158031	5.291502622	-0.967743974	0.328192017
H1	24	A	17.1461557	26	0.1183	1.414973348	5.099019514	-0.927015255	0.34394767
H1	26	A	18.24278775	26	0.11669	1.414973348	5.099019514	-0.93296636	0.34159918
H1	32	A	16.2240698	28	0.1325	1.447158031	5.291502622	-0.877784122	0.364005494
H1	35	A	17.1461557	26	0.0957	1.414973348	5.099019514	-1.019088062	0.309354166
H1	38	A	16.97734038	28	0.12037	1.447158031	5.291502622	-0.919481739	0.346943799
H1	39	A	18.3699545	28	0.1294	1.447158031	5.291502622	-0.888065724	0.359722115
H1	41	A	16.97734038	28	0.11963	1.447158031	5.291502622	-0.922159897	0.3458757
H1	43	A	18.3699545	28	0.1002	1.447158031	5.291502622	-0.999132278	0.316543836
H1	44	A	18.3699545	28	0.12024	1.447158031	5.291502622	-0.919951032	0.346756399
H1	46	A	18.3699545	28	0.1233	1.447158031	5.291502622	-0.909036923	0.351140997
H1	47	A	18.24278775	26	0.1036	1.414973348	5.099019514	-0.984640245	0.321869539
H1	53	A	18.40823187	28	0.1105	1.447158031	5.291502622	-0.956637722	0.332415403
H1	56	A	18.24278775	26	0.10244	1.414973348	5.099019514	-0.98953043	0.320062494
H1	57	A	16.45148431	26	0.1146	1.414973348	5.099019514	-0.940815382	0.338526218
H1	59	A	16.2240698	28	0.1206	1.447158031	5.291502622	-0.918652692	0.347275107
H1	60	A	16.2240698	28	0.1175	1.447158031	5.291502622	-0.929962133	0.34278273
H1	61	A	18.6837518	31	0.1072	1.491361694	5.567764363	-0.969805215	0.327414111
H1	63	A	17.1461557	26	0.1103	1.414973348	5.099019514	-0.957424488	0.332114438
H1	64	A	16.17206787	28	0.12206	1.447158031	5.291502622	-0.913426634	0.349370863
H1	65	A	16.97734038	28	0.1229	1.447158031	5.291502622	-0.910448117	0.350570963
H1	69	A	16.30402913	28	0.1055	1.447158031	5.291502622	-0.97674754	0.324807635
H1	71	A	19.81721484	26	0.103	1.414973348	5.099019514	-0.987162775	0.320936131
H1	72	A	17.1461557	26	0.10568	1.414973348	5.099019514	-0.976007195	0.325084604
H1	73	A	17.1461557	26	0.112	1.414973348	5.099019514	-0.950781977	0.334664011
