unit	cone	cross	drought_b	survival_time	biomass	log_surv	sqrt_surv	log_biomass	sqrt_biomass
H1	75	A	16.97734038	28	0.12551	1.447158031	5.291502622	-0.90132167	0.354273905
H1	78	A	16.29709899	26	0.1368	1.414973348	5.099019514	-0.863913903	0.36986484
H1	80	A	16.17206787	28	0.1118	1.447158031	5.291502622	-0.951558196	0.33436507
H1	83	A	18.10159649	31	0.0935	1.491361694	5.567764363	-1.029188389	0.305777697
H1	84	A	16.97734038	28	0.0995	1.447158031	5.291502622	-1.002176919	0.315436206
H1	85	A	15.14885721	26	0.0869	1.414973348	5.099019514	-1.060980224	0.294788059
H1	87	A	16.29709899	26	0.1084	1.414973348	5.099019514	-0.964970718	0.329241553
H1	89	A	17.1461557	26	0.1186	1.414973348	5.099019514	-0.925915311	0.344383507
H1	90	A	24.04081209	31	0.125	1.491361694	5.567764363	-0.903089987	0.353553391
H1	92	A	16.45148431	26	0.121	1.414973348	5.099019514	-0.91721463	0.347850543
H1	93	A	16.45148431	26	0.1197	1.414973348	5.099019514	-0.92190585	0.345976878
H1	95	A	16.45148431	26	0.1281	1.414973348	5.099019514	-0.89245087	0.357910603
H1	1	G	16.17206787	28	0.1144	1.447158031	5.291502622	-0.941573976	0.338230691
H1	2	G	16.29709899	26	0.1234	1.414973348	5.099019514	-0.90868484	0.351283361
H1	3	G	16.97734038	28	0.093	1.447158031	5.291502622	-1.031517051	0.304959014
H1	5	G	16.17206787	28	0.1045	1.447158031	5.291502622	-0.98088371	0.323264598
H1	6	G	18.3699545	28	0.11	1.447158031	5.291502622	-0.958607315	0.331662479
H1	8	G	16.2240698	28	0.1305	1.447158031	5.291502622	-0.884389488	0.361247837
H1	9	G	16.45148431	26	0.1258	1.414973348	5.099019514	-0.900319359	0.354682957
H1	10	G	29.49696287	33	0.0691	1.51851394	5.744562647	-1.160521953	0.262868789
H1	14	G	16.17206787	28	0.126	1.447158031	5.291502622	-0.899629455	0.354964787
H1	20	G	17.0081959	28	0.1098	1.447158031	5.291502622	-0.95939766	0.331360831
H1	22	G	17.06720047	28	0.1549	1.447158031	5.291502622	-0.809948582	0.393573373
H1	25	G	20.7315606	28	0.1265	1.447158031	5.291502622	-0.897909474	0.355668385
H1	27	G	16.97734038	28	0.11069	1.447158031	5.291502622	-0.955891613	0.332701067
H1	28	G	19.15267701	28	0.1016	1.447158031	5.291502622	-0.993106292	0.318747549
H1	29	G	16.2240698	28	0.13039	1.447158031	5.291502622	-0.884755715	0.361095555
H1	30	G	18.5734301	28	0.12263	1.447158031	5.291502622	-0.911403272	0.350185665
H1	31	G	15.66182111	31	0.15159	1.491361694	5.567764363	-0.819329447	0.389345605
H1	33	G	15.64207011	26	0.1124	1.414973348	5.099019514	-0.949233689	0.335261092
H1	34	G	16.29709899	26	0.1189	1.414973348	5.099019514	-0.924818145	0.344818793
H1	36	G	19.06211106	28	0.1457	1.447158031	5.291502622	-0.836540448	0.381706694
H1	37	G	21.93721712	28	0.11911	1.447158031	5.291502622	-0.924051775	0.345123166
H1	40	G	15.64207011	26	0.13	1.414973348	5.099019514	-0.886056648	0.360555128
H1	42	G	18.5734301	28	0.08864	1.447158031	5.291502622	-1.052370253	0.297724705
H1	45	G	21.93192223	28	0.1044	1.447158031	5.291502622	-0.981299501	0.323109888
H1	48	G	16.97734038	28	0.1018	1.447158031	5.291502622	-0.992252222	0.319061123
H1	49	G	17.20886196	26	0.1001	1.414973348	5.099019514	-0.999565923	0.31638584
H1	50	G	19.81116166	28	0.12088	1.447158031	5.291502622	-0.917645549	0.347678012
H1	51	G	16.2240698	28	0.1459	1.447158031	5.291502622	-0.835944708	0.381968585
H1	52	G	15.49561786	28	0.1299	1.447158031	5.291502622	-0.886390849	0.360416426
H1	54	G	18.10159649	31	0.09685	1.491361694	5.567764363	-1.013900375	0.311207326
H1	55	G	16.97734038	28	0.09744	1.447158031	5.291502622	-1.011262725	0.312153808
H1	58	G	18.3699545	28	0.1419	1.447158031	5.291502622	-0.848017605	0.376696164
H1	62	G	17.3118866	26	0.0991	1.414973348	5.099019514	-1.003926346	0.314801525
H1	66	G	16.97734038	28	0.1391	1.447158031	5.291502622	-0.85667287	0.372961124
H1	67	G	16.97734038	28	0.14624	1.447158031	5.291502622	-0.834933822	0.382413389
H1	68	G	16.2240698	28	0.117	1.447158031	5.291502622	-0.931814138	0.342052628
H1	70	G	16.17206787	28	0.11057	1.447158031	5.291502622	-0.95636269	0.332520676
H1	74	G	16.97734038	28	0.1317	1.447158031	5.291502622	-0.880414225	0.362904946
H1	76	G	17.70631652	28	0.10392	1.447158031	5.291502622	-0.983300862	0.322366251
H1	77	G	16.45148431	26	0.1096	1.414973348	5.099019514	-0.960189446	0.331058907
H1	79	G	16.57850617	28	0.1358	1.447158031	5.291502622	-0.86710023	0.368510515
H1	81	G	16.45148431	26	0.1457	1.414973348	5.099019514	-0.836540448	0.381706694
H1	82	G	16.17206787	28	0.1241	1.447158031	5.291502622	-0.906228219	0.352278299
H1	86	G	14.40123592	26	0.1105	1.414973348	5.099019514	-0.956637722	0.332415403
H1	88	G	16.97734038	28	0.096	1.447158031	5.291502622	-1.017728767	0.309838668
H1	91	G	20.1549392	28	0.0768	1.447158031	5.291502622	-1.11463878	0.277128129
H1	94	G	16.97734038	28	0.1014	1.447158031	5.291502622	-0.993962045	0.318433667
H1	96	G	16.2240698	28	0.1135	1.447158031	5.291502622	-0.945004138	0.336897611
K1	1	A	18.95060637	28	0.0813	1.447158031	5.291502622	-1.089909454	0.285131549
K1	3	A	19.26826682	28	0.1236	1.447158031	5.291502622	-0.907981529	0.351567917
K1	7	A	19.24952589	26	0.082	1.414973348	5.099019514	-1.086186148	0.286356421
K1	10	A	17.09354169	26	0.1487	1.414973348	5.099019514	-0.827689031	0.38561639
K1	11	A	16.72460957	28	0.11906	1.447158031	5.291502622	-0.924234122	0.345050721
K1	16	A	19.17192421	26	0.14235	1.414973348	5.099019514	-0.846642529	0.37729299
K1	18	A	19.20184914	28	0.1114	1.447158031	5.291502622	-0.953114809	0.333766385
K1	21	A	17.09354169	26	0.1139	1.414973348	5.099019514	-0.943476276	0.337490741
K1	22	A	16.50884328	26	0.1449	1.414973348	5.099019514	-0.838931615	0.380657326
K1	27	A	19.12669901	26	0.113	1.414973348	5.099019514	-0.946921557	0.336154726
K1	28	A	18.36812777	26	0.0947	1.414973348	5.099019514	-1.023650021	0.307733651
K1	29	A	22.27979805	26	0.08552	1.414973348	5.099019514	-1.067932308	0.292438028
K1	30	A	16.82489872	26	0.1427	1.414973348	5.099019514	-0.845576027	0.377756535
K1	31	A	19.12669901	26	0.1121	1.414973348	5.099019514	-0.950394387	0.334813381
K1	32	A	22.86203327	28	0.1438	1.447158031	5.291502622	-0.842241114	0.379209705
K1	33	A	17.15851488	26	0.11857	1.414973348	5.099019514	-0.92602518	0.344339948
K1	35	A	18.27529441	28	0.1353	1.447158031	5.291502622	-0.868702203	0.367831483
K1	36	A	19.12669901	26	0.1158	1.414973348	5.099019514	-0.936291441	0.340293991
K1	38	A	17.97487525	26	0.1062	1.414973348	5.099019514	-0.973875483	0.325883415
K1	39	A	18.36812777	26	0.124	1.414973348	5.099019514	-0.906578315	0.352136337
K1	41	A	16.48046254	28	0.1278	1.447158031	5.291502622	-0.893469146	0.357491259
K1	42	A	16.0948401	26	0.1368	1.414973348	5.099019514	-0.863913903	0.36986484
K1	43	A	18.22379575	28	0.0926	1.447158031	5.291502622	-1.033389013	0.304302481
K1	46	A	21.29673097	26	0.0835	1.414973348	5.099019514	-1.078313525	0.288963666
K1	48	A	18.13939372	26	0.1186	1.414973348	5.099019514	-0.925915311	0.344383507
K1	54	A	19.26112399	26	0.0997	1.414973348	5.099019514	-1.001304842	0.315753068
K1	55	A	17.23900618	26	0.101	1.414973348	5.099019514	-0.995678626	0.317804972
K1	59	A	15.98765066	28	0.1535	1.447158031	5.291502622	-0.81389162	0.39179076
K1	60	A	20.43177229	28	0.1284	1.447158031	5.291502622	-0.891434976	0.358329457
K1	61	A	15.98765066	28	0.1399	1.447158031	5.291502622	-0.854182286	0.374032084
K1	62	A	15.98765066	28	0.1349	1.447158031	5.291502622	-0.86998805	0.367287353
K1	63	A	19.17192421	26	0.0883	1.414973348	5.099019514	-1.054039296	0.297153159
K1	64	A	18.22379575	28	0.098	1.447158031	5.291502622	-1.008773924	0.313049517
K1	65	A	16.48046254	28	0.13367	1.447158031	5.291502622	-0.873966052	0.365609081
K1	66	A	17.09354169	26	0.13496	1.414973348	5.099019514	-0.86979493	0.367369024
K1	69	A	18.36812777	26	0.1164	1.414973348	5.099019514	-0.93404702	0.341174442
K1	70	A	16.72460957	28	0.13645	1.447158031	5.291502622	-0.86502646	0.369391391
K1	72	A	17.15851488	26	0.1074	1.414973348	5.099019514	-0.968995719	0.327719392
K1	73	A	20.75381771	28	0.1223	1.447158031	5.291502622	-0.912573543	0.349714169
K1	74	A	21.13765245	26	0.11134	1.414973348	5.099019514	-0.953348783	0.33367649
K1	75	A	18.13632824	28	0.1382	1.447158031	5.291502622	-0.859491957	0.371752606
K1	80	A	17.09354169	26	0.1119	1.414973348	5.099019514	-0.951169913	0.334514574
K1	81	A	14.69974526	26	0.1532	1.414973348	5.099019514	-0.814741235	0.391407716
K1	82	A	16.82489872	26	0.11387	1.414973348	5.099019514	-0.943590679	0.337446292
K1	89	A	16.82489872	26	0.14555	1.414973348	5.099019514	-0.83698779	0.381510157
K1	93	A	15.96835848	28	0.1694	1.447158031	5.291502622	-0.771086594	0.411582313
K1	94	A	15.96835848	28	0.1502	1.447158031	5.291502622	-0.823330067	0.387556448
K1	96	A	14.58578617	26	0.1473	1.414973348	5.099019514	-0.831797253	0.383796821
K1	2	G	17.09354169	26	0.13147	1.414973348	5.099019514	-0.881173337	0.36258792
K1	4	G	16.34730725	26	0.11274	1.414973348	5.099019514	-0.94792197	0.335767777
K1	5	G	17.09354169	26	0.1155	1.414973348	5.099019514	-0.937418016	0.339852909
K1	6	G	21.58232461	28	0.0967	1.447158031	5.291502622	-1.014573526	0.310966236
K1	8	G	19.12669901	26	0.1148	1.414973348	5.099019514	-0.940058112	0.338821487
K1	9	G	19.12669901	26	0.12749	1.414973348	5.099019514	-0.894523879	0.357057418
K1	12	G	17.09354169	26	0.123	1.414973348	5.099019514	-0.910094889	0.350713558
K1	13	G	20.32178875	26	0.1104	1.414973348	5.099019514	-0.957030927	0.332264955
K1	14	G	17.09354169	26	0.1027	1.414973348	5.099019514	-0.988429556	0.320468407
K1	15	G	19.9377656	26	0.116	1.414973348	5.099019514	-0.935542011	0.340587727
K1	17	G	16.82489872	26	0.1254	1.414973348	5.099019514	-0.901702464	0.354118624
K1	19	G	18.95060637	28	0.098	1.447158031	5.291502622	-1.008773924	0.313049517
K1	20	G	17.09354169	26	0.1065	1.414973348	5.099019514	-0.972650392	0.326343377
K1	23	G	20.61828331	28	0.1266	1.447158031	5.291502622	-0.897566294	0.355808937
K1	24	G	18.95060637	28	0.1023	1.447158031	5.291502622	-0.990124366	0.319843712
K1	25	G	16.48046254	28	0.16034	1.447158031	5.291502622	-0.794958121	0.400424774
K1	26	G	21.29673097	26	0.1083	1.414973348	5.099019514	-0.965371543	0.329089653
K1	34	G	18.13939372	26	0.1232	1.414973348	5.099019514	-0.909389292	0.350998575
K1	37	G	16.72460957	28	0.1224	1.447158031	5.291502622	-0.912218582	0.349857114
K1	40	G	20.61828331	28	0.1123	1.447158031	5.291502622	-0.949620244	0.335111922
K1	44	G	16.48046254	28	0.1389	1.447158031	5.291502622	-0.857297754	0.372692903
K1	45	G	18.95060637	28	0.1208	1.447158031	5.291502622	-0.917933066	0.347562944
K1	47	G	17.15851488	26	0.102	1.414973348	5.099019514	-0.991399828	0.319374388
K1	49	G	15.78597039	28	0.1214	1.447158031	5.291502622	-0.915781313	0.348425028
K1	50	G	18.96975269	28	0.10151	1.447158031	5.291502622	-0.993491172	0.31860634
K1	51	G	16.82489872	26	0.138	1.414973348	5.099019514	-0.860120914	0.371483512
K1	52	G	17.47295548	31	0.122	1.491361694	5.567764363	-0.913640169	0.349284984
K1	53	G	21.81792968	28	0.11985	1.447158031	5.291502622	-0.921361962	0.346193587
K1	56	G	17.77059802	28	0.12925	1.447158031	5.291502622	-0.888569448	0.35951356
K1	57	G	20.33047784	26	0.11534	1.414973348	5.099019514	-0.938020053	0.339617432
K1	58	G	19.12669901	26	0.11367	1.414973348	5.099019514	-0.94435414	0.337149818
K1	67	G	18.45895859	26	0.1412	1.414973348	5.099019514	-0.850165303	0.375765885
K1	68	G	16.34730725	26	0.11456	1.414973348	5.099019514	-0.940966995	0.338467133
K1	71	G	16.48046254	28	0.14518	1.447158031	5.291502622	-0.838093208	0.381024934
K1	76	G	20.93891592	28	0.0976	1.447158031	5.291502622	-1.010550182	0.312409987
K1	77	G	17.09354169	26	0.0991	1.414973348	5.099019514	-1.003926346	0.314801525
K1	78	G	14.69974526	26	0.15232	1.414973348	5.099019514	-0.817243069	0.390281949
K1	79	G	16.82489872	26	0.1487	1.414973348	5.099019514	-0.827689031	0.38561639
K1	83	G	17.09354169	26	0.1346	1.414973348	5.099019514	-0.87095494	0.366878727
K1	84	G	16.72460957	28	0.121	1.447158031	5.291502622	-0.91721463	0.347850543
K1	85	G	17.09354169	26	0.14042	1.414973348	5.099019514	-0.852571031	0.374726567
K1	86	G	16.48046254	28	0.1306	1.447158031	5.291502622	-0.884056823	0.36138622
K1	87	G	18.27529441	28	0.1591	1.447158031	5.291502622	-0.79832982	0.398873414
K1	88	G	16.82489872	26	0.1367	1.414973348	5.099019514	-0.864231485	0.369729631
K1	90	G	16.82489872	26	0.1031	1.414973348	5.099019514	-0.986741335	0.321091887
K1	91	G	17.09354169	26	0.1128	1.414973348	5.099019514	-0.9476909	0.335857112
K1	92	G	23.50840818	26	0.0712	1.414973348	5.099019514	-1.147520006	0.266833281
K1	95	G	17.18464193	26	0.13396	1.414973348	5.099019514	-0.873024861	0.366005464
O1	1	A	16.49568639	33	0.1323	1.51851394	5.744562647	-0.878440156	0.36373067
O1	2	A	21.619675	28	0.07744	1.447158031	5.291502622	-1.111034656	0.278280434
O1	7	A	19.19542529	26	0.0845	1.414973348	5.099019514	-1.073143291	0.290688837
O1	9	A	19.14046743	28	0.1171	1.447158031	5.291502622	-0.931443105	0.342198773
O1	11	A	16.49568639	33	0.1453	1.51851394	5.744562647	-0.837734386	0.381182371
O1	13	A	19.18813569	28	0.1314	1.447158031	5.291502622	-0.881404635	0.362491379
O1	16	A	19.19542529	26	0.13227	1.414973348	5.099019514	-0.878538646	0.363689428
O1	18	A	25.28536388	33	0.0869	1.51851394	5.744562647	-1.060980224	0.294788059
O1	21	A	21.619675	28	0.09847	1.447158031	5.291502622	-1.006696062	0.313799299
O1	23	A	23.90461041	31	0.09267	1.491361694	5.567764363	-1.033060837	0.304417477
O1	24	A	21.619675	28	0.11007	1.447158031	5.291502622	-0.958331034	0.331767991
O1	26	A	22.55269497	28	0.1044	1.447158031	5.291502622	-0.981299501	0.323109888
O1	27	A	20.306059	26	0.1122	1.414973348	5.099019514	-0.950007143	0.334962684
O1	28	A	22.14742102	33	0.1159	1.51851394	5.744562647	-0.935916564	0.340440891
O1	29	A	21.268261	26	0.11131	1.414973348	5.099019514	-0.953465817	0.333631533
O1	30	A	19.18813569	28	0.12516	1.447158031	5.291502622	-0.902534446	0.353779592
O1	31	A	23.00578202	33	0.111	1.51851394	5.744562647	-0.954677021	0.333166625
O1	32	A	19.18813569	28	0.14383	1.447158031	5.291502622	-0.84215052	0.379249258
O1	33	A	22.55269497	28	0.11674	1.447158031	5.291502622	-0.932780311	0.341672358
O1	35	A	20.66736548	28	0.11107	1.447158031	5.291502622	-0.954403228	0.333271661
O1	36	A	21.268261	26	0.0924	1.414973348	5.099019514	-1.034328029	0.303973683
O1	39	A	22.30564408	31	0.1184	1.491361694	5.567764363	-0.926648298	0.344093011
O1	43	A	24.24104118	28	0.0775	1.447158031	5.291502622	-1.110698297	0.278388218
O1	44	A	23.00578202	33	0.11655	1.51851394	5.744562647	-0.933487722	0.3413942
O1	45	A	20.66736548	28	0.10827	1.447158031	5.291502622	-0.965491863	0.32904407
O1	46	A	21.4335369	28	0.10848	1.447158031	5.291502622	-0.964650323	0.329363022
O1	49	A	23.85042336	28	0.09318	1.447158031	5.291502622	-1.030677294	0.305253993
O1	50	A	17.0469722	28	0.11631	1.447158031	5.291502622	-0.934382944	0.341042519
O1	51	A	20.66736548	28	0.0907	1.447158031	5.291502622	-1.042392713	0.301164407
O1	55	A	21.00033118	28	0.09652	1.447158031	5.291502622	-1.015382687	0.310676681
O1	56	A	20.66736548	28	0.09765	1.447158031	5.291502622	-1.010327752	0.31249
O1	58	A	25.00329911	28	0.07501	1.447158031	5.291502622	-1.124880835	0.273879536
O1	59	A	23.90461041	31	0.0944	1.491361694	5.567764363	-1.025028006	0.30724583
O1	60	A	20.66736548	28	0.1239	1.447158031	5.291502622	-0.906928694	0.351994318
O1	61	A	21.268261	26	0.08815	1.414973348	5.099019514	-1.054777683	0.296900657
O1	64	A	19.18813569	28	0.10221	1.447158031	5.291502622	-0.990506612	0.319702987
O1	65	A	20.66736548	28	0.10065	1.447158031	5.291502622	-0.997186221	0.317253842
O1	71	A	21.4335369	28	0.09323	1.447158031	5.291502622	-1.030444316	0.305335881
O1	72	A	20.82489675	31	0.117	1.491361694	5.567764363	-0.931814138	0.342052628
O1	74	A	23.53166364	28	0.09356	1.447158031	5.291502622	-1.028909787	0.305875792
O1	78	A	20.82489675	31	0.10636	1.491361694	5.567764363	-0.973221671	0.326128809
O1	79	A	23.53166364	28	0.0908	1.447158031	5.291502622	-1.041914151	0.301330383
O1	80	A	23.85042336	28	0.0698	1.447158031	5.291502622	-1.156144577	0.264196896
O1	81	A	23.03746783	26	0.0922	1.414973348	5.099019514	-1.035269079	0.303644529
O1	82	A	20.30041872	33	0.1049	1.51851394	5.744562647	-0.979224512	0.323882695
O1	88	A	26.07756048	33	0.07365	1.51851394	5.744562647	-1.132827249	0.271385335
O1	90	A	20.14501822	28	0.10066	1.447158031	5.291502622	-0.997143074	0.317269601
O1	94	A	20.66736548	28	0.10487	1.447158031	5.291502622	-0.979348732	0.323836378
O1	3	G	NA	NA	NA	NA	NA	NA	NA
O1	4	G	21.16973102	33	0.1058	1.51851394	5.744562647	-0.975514332	0.325269119
O1	5	G	21.06400643	26	0.0842	1.414973348	5.099019514	-1.074687909	0.290172363
O1	6	G	18.39517919	26	0.1201	1.414973348	5.099019514	-0.920456993	0.346554469
O1	8	G	19.08924398	26	0.0926	1.414973348	5.099019514	-1.033389013	0.304302481
O1	10	G	25.94592986	31	0.0726	1.491361694	5.567764363	-1.139063379	0.269443872
O1	12	G	19.18813569	28	0.10711	1.447158031	5.291502622	-0.970169981	0.327276641
O1	14	G	21.00033118	28	0.102	1.447158031	5.291502622	-0.991399828	0.319374388
O1	15	G	21.00033118	28	0.0902	1.447158031	5.291502622	-1.044793462	0.300333148
O1	17	G	19.98345117	26	0.10238	1.414973348	5.099019514	-0.989784875	0.319968748
O1	19	G	21.00033118	28	0.11607	1.447158031	5.291502622	-0.935280016	0.340690475
O1	20	G	20.66736548	28	0.0959	1.447158031	5.291502622	-1.018181393	0.309677251
O1	22	G	21.4335369	28	0.08218	1.447158031	5.291502622	-1.085233863	0.286670543
O1	25	G	21.16973102	33	0.11425	1.51851394	5.744562647	-0.942143791	0.338008876
O1	34	G	24.99290292	31	0.10265	1.491361694	5.567764363	-0.988641046	0.320390387
O1	37	G	22.30564408	31	0.10639	1.491361694	5.567764363	-0.973099191	0.3261748
O1	38	G	20.82489675	31	0.1326	1.491361694	5.567764363	-0.877456476	0.364142829
O1	40	G	20.30041872	33	0.13455	1.51851394	5.744562647	-0.871116298	0.366810578
O1	41	G	20.66736548	28	0.11166	1.447158031	5.291502622	-0.952102376	0.334155652
O1	42	G	21.00033118	28	0.11064	1.447158031	5.291502622	-0.956087833	0.332625916
O1	47	G	20.30041872	33	0.12102	1.51851394	5.744562647	-0.917142851	0.347879289
O1	48	G	23.03746783	26	0.0844	1.414973348	5.099019514	-1.073657553	0.290516781
O1	52	G	22.30564408	31	0.10959	1.491361694	5.567764363	-0.960229073	0.331043804
O1	53	G	22.14742102	33	0.11742	1.51851394	5.744562647	-0.930257924	0.342666018
O1	54	G	23.16576561	31	0.08227	1.491361694	5.567764363	-1.084758503	0.286827474
O1	57	G	20.66736548	28	0.09914	1.447158031	5.291502622	-1.003751085	0.31486505
O1	62	G	20.66736548	28	0.11394	1.447158031	5.291502622	-0.943323785	0.337549996
O1	63	G	20.82489675	31	0.10686	1.491361694	5.567764363	-0.97118483	0.326894478
O1	66	G	20.66736548	28	0.12354	1.447158031	5.291502622	-0.908192403	0.351482574
O1	67	G	21.268261	26	0.11173	1.414973348	5.099019514	-0.951830201	0.334260378
O1	68	G	23.16576561	31	0.1028	1.491361694	5.567764363	-0.988006885	0.320624391
O1	69	G	23.53166364	28	0.07817	1.447158031	5.291502622	-1.106959888	0.279588984
O1	70	G	23.90461041	31	0.08673	1.491361694	5.567764363	-1.061830654	0.294499576
O1	73	G	23.53166364	28	0.0772	1.447158031	5.291502622	-1.1123827	0.27784888
O1	75	G	28.47420607	35	0.05022	1.544068044	5.916079783	-1.299123292	0.224098193
O1	76	G	26.75786482	38	0.07168	1.579783597	6.164414003	-1.144602003	0.267731208
O1	77	G	17.0469722	28	0.12817	1.447158031	5.291502622	-0.892213616	0.35800838
O1	83	G	21.64039618	31	0.08993	1.491361694	5.567764363	-1.046095407	0.299883311
O1	84	G	18.68519994	26	0.09834	1.414973348	5.099019514	-1.007269796	0.313592092
O1	85	G	20.306059	26	0.11899	1.414973348	5.099019514	-0.924489535	0.344949272
O1	86	G	20.14501822	28	0.1348	1.447158031	5.291502622	-0.870310108	0.367151195
O1	87	G	21.619675	28	0.1179	1.447158031	5.291502622	-0.928486195	0.343365694
O1	89	G	21.64039618	31	0.104	1.491361694	5.567764363	-0.982966661	0.32249031
O1	91	G	21.268261	26	0.10069	1.414973348	5.099019514	-0.997013659	0.317316876
O1	92	G	21.4335369	28	0.08783	1.447158031	5.291502622	-1.056357117	0.296361266
O1	93	G	22.55269497	28	0.07982	1.447158031	5.291502622	-1.097888277	0.282524335
O1	95	G	19.19542529	26	0.10436	1.414973348	5.099019514	-0.98146593	0.323047984
O1	96	G	21.268261	26	0.09	1.414973348	5.099019514	-1.045757491	0.3
R2	1	A	17.98097952	25	0.10484	1.397940009	5	-0.979472988	0.323790055
R2	3	A	15.56522803	22	0.11329	1.342422681	4.69041576	-0.945808423	0.336585799
R2	4	A	21.65986737	29	0.08238	1.462397998	5.385164807	-1.084178212	0.287019163
R2	6	A	21.6185009	29	0.0705	1.462397998	5.385164807	-1.151810883	0.265518361
R2	8	A	16.08073618	22	0.08855	1.342422681	4.69041576	-1.052811434	0.29757352
R2	9	A	15.91837463	22	0.11886	1.342422681	4.69041576	-0.924964274	0.344760787
R2	10	A	16.10608445	25	0.08608	1.397940009	5	-1.065097742	0.293393933
R2	12	A	16.10608445	25	0.1367	1.397940009	5	-0.864231485	0.369729631
R2	14	A	15.91837463	22	0.10424	1.342422681	4.69041576	-0.981965597	0.3228622
R2	16	A	19.51650547	22	0.058	1.342422681	4.69041576	-1.236572006	0.240831892
R2	17	A	20.04458157	25	0.08035	1.397940009	5	-1.095014119	0.283460756
R2	18	A	15.91837463	22	0.12918	1.342422681	4.69041576	-0.88880472	0.359416193
R2	20	A	15.91837463	22	0.11956	1.342422681	4.69041576	-0.922414094	0.345774493
R2	21	A	14.96592494	27	0.12821	1.431363764	5.196152423	-0.8920781	0.35806424
R2	23	A	21.71161815	34	0.06817	1.531478917	5.830951895	-1.166406706	0.261093853
R2	24	A	25.00436685	34	0.07832	1.531478917	5.830951895	-1.106127321	0.279857106
R2	27	A	16.87628275	25	0.1057	1.397940009	5	-0.975925013	0.325115364
R2	29	A	18.67445953	32	0.10653	1.505149978	5.656854249	-0.972528073	0.326389338
R2	30	A	18.7494855	27	0.1221	1.431363764	5.196152423	-0.913284336	0.349428104
R2	31	A	18.70837675	29	0.10511	1.462397998	5.385164807	-0.978355964	0.324206724
R2	33	A	17.63234404	22	0.0826	1.342422681	4.69041576	-1.083019953	0.287402157
R2	37	A	16.10608445	25	0.09856	1.397940009	5	-1.006299305	0.31394267
R2	38	A	19.4040705	25	0.07786	1.397940009	5	-1.108685601	0.279034048
R2	44	A	20.04458157	25	0.06351	1.397940009	5	-1.197157887	0.252011904
R2	46	A	21.01531725	25	0.07304	1.397940009	5	-1.136439235	0.270259135
R2	51	A	24.28848975	32	0.05998	1.505149978	5.656854249	-1.221993539	0.244908146
R2	52	A	21.1096283	27	0.06681	1.431363764	5.196152423	-1.175158528	0.258476305
R2	53	A	21.68226359	27	0.07943	1.431363764	5.196152423	-1.100015437	0.281833284
R2	54	A	17.98097952	25	0.14302	1.397940009	5	-0.844603226	0.378179851
R2	56	A	23.95370362	29	0.04803	1.462397998	5.385164807	-1.318487413	0.219157478
R2	57	A	23.95370362	29	0.0732	1.462397998	5.385164807	-1.135488919	0.270554985
R2	59	A	24.28848975	32	0.05428	1.505149978	5.656854249	-1.265360161	0.232980686
R2	62	A	21.37124981	32	0.10962	1.505149978	5.656854249	-0.960110202	0.331089112
R2	63	A	15.91837463	22	0.10129	1.342422681	4.69041576	-0.994433429	0.318260899
R2	65	A	15.19064903	20	0.1117	1.301029996	4.472135955	-0.951946827	0.334215499
R2	66	A	18.24070183	22	0.07215	1.342422681	4.69041576	-1.141763665	0.26860752
R2	69	A	16.10608445	25	0.10848	1.397940009	5	-0.964650323	0.329363022
R2	75	A	15.56522803	22	0.09284	1.342422681	4.69041576	-1.032264868	0.30469657
R2	77	A	20.12549921	27	0.07401	1.431363764	5.196152423	-1.130709596	0.27204779
R2	80	A	22.25646893	32	0.0543	1.505149978	5.656854249	-1.26520017	0.233023604
R2	84	A	13.46418696	25	0.10892	1.397940009	5	-0.962892367	0.330030302
R2	86	A	21.34177925	27	0.05565	1.431363764	5.196152423	-1.254534831	0.235902522
R2	87	A	19.68061867	22	0.10607	1.342422681	4.69041576	-0.974407431	0.325683896
R2	90	A	19.78602861	25	0.05082	1.397940009	5	-1.293965339	0.225432917
R2	91	A	26.87624383	32	0.06136	1.505149978	5.656854249	-1.212114649	0.247709507
R2	93	A	19.2452561	27	0.08753	1.431363764	5.196152423	-1.057843072	0.295854694
R2	94	A	19.4040705	25	0.0685	1.397940009	5	-1.164309429	0.261725047
R2	95	A	22.99324193	34	0.08033	1.531478917	5.830951895	-1.095122233	0.283425475
R2	2	G	13.46418696	25	0.12242	1.397940009	5	-0.912147625	0.349885696
R2	5	G	21.6185009	29	0.05866	1.462397998	5.385164807	-1.231657941	0.242198266
R2	7	G	13.91862834	22	0.0855	1.342422681	4.69041576	-1.068033885	0.29240383
R2	11	G	22.29574588	27	0.06073	1.431363764	5.196152423	-1.216596719	0.246434575
R2	13	G	20.51721809	34	0.09984	1.531478917	5.830951895	-1.000695428	0.315974683
R2	15	G	19.30848198	27	0.11107	1.431363764	5.196152423	-0.954403228	0.333271661
R2	19	G	18.24070183	22	0.08883	1.342422681	4.69041576	-1.051440338	0.298043621
R2	22	G	23.95370362	29	0.05755	1.462397998	5.385164807	-1.239954672	0.239895811
R2	25	G	22.5763833	29	0.08141	1.462397998	5.385164807	-1.089322245	0.285324377
R2	26	G	21.65986737	29	0.08181	1.462397998	5.385164807	-1.087193607	0.286024474
R2	28	G	22.11427242	27	0.0658	1.431363764	5.196152423	-1.181774106	0.256515107
R2	32	G	18.70837675	29	0.12726	1.462397998	5.385164807	-0.895308081	0.356735196
