unit	cross	days_to_germinate	growth_rate_day	drought_b	survival_time	biomass	sqrt_germ	log_germ	sqrt_growth	log_growth	sqrt_b	log_b	sqrt_surv	log_surv	sqrt_bio	log_bio
A2	G	15	0.039464333	18.80792	28	0.0839	3.872983346	1.176091259	0.198656319	-1.403795233	4.336809887	1.274340769	5.291502622	1.447158031	0.289654967	-1.076238039
A2	G	13	0.068335857	18.80792	28	0.0787	3.605551275	1.113943352	0.261411279	-1.165351355	4.336809887	1.274340769	5.291502622	1.447158031	0.280535203	-1.104025268
A2	G	24	0.016523667	22.19074	28	0.0519	4.898979486	1.380211242	0.128544416	-1.781893566	4.71070483	1.346171785	5.291502622	1.447158031	0.227815715	-1.284832642
A2	G	15	0.043282917	18.80792	28	0.0953	3.872983346	1.176091259	0.208045469	-1.363683478	4.336809887	1.274340769	5.291502622	1.447158031	0.308706981	-1.020907099
A2	G	11	0.106922688	12.16764	28	0.2063	3.31662479	1.041392685	0.326990348	-0.970930132	3.488214443	1.085206352	5.291502622	1.447158031	0.454202598	-0.685500772
A2	G	15	0.06962475	17.22751	28	0.1047	3.872983346	1.176091259	0.263865022	-1.157236351	4.150603571	1.236222511	5.291502622	1.447158031	0.323573794	-0.980053318
A2	G	14	0.154377615	30.96015	35	0.0293	3.741657387	1.146128036	0.392909169	-0.811415673	5.564184576	1.490803056	5.916079783	1.544068044	0.171172428	-1.53313238
A2	G	20	0.019482286	16.74136	27	0.0668	4.472135955	1.301029996	0.13957896	-1.710360085	4.091620706	1.223790735	5.196152423	1.431363764	0.25845696	-1.175223538
A2	G	20	0.023618429	18.88941	28	0.0478	4.472135955	1.301029996	0.153682885	-1.626748993	4.346194887	1.276218393	5.291502622	1.447158031	0.218632111	-1.320572103
A2	G	12	0.0812916	18.43308	28	0.0987	3.464101615	1.079181246	0.285116818	-1.089954328	4.293376294	1.265597908	5.291502622	1.447158031	0.314165561	-1.005682847
A2	G	21	0.015580167	16.01185	27	0.0627	4.582575695	1.322219295	0.124820539	-1.807427892	4.001480976	1.204441513	5.196152423	1.431363764	0.250399681	-1.202732459
A2	G	15	0.041941583	15.24598	28	0.0875	3.872983346	1.176091259	0.204796443	-1.377355182	3.904610096	1.183155346	5.291502622	1.447158031	0.295803989	-1.057991947
A2	G	17	0.0426247	13.54928	27	0.0865	4.123105626	1.230448921	0.206457502	-1.370338665	3.680934664	1.131916218	5.196152423	1.431363764	0.294108823	-1.062983893
A2	G	13	0.066661714	13.9709	26	0.1083	3.605551275	1.113943352	0.258189299	-1.176123524	3.737766713	1.145224384	5.099019514	1.414973348	0.329089653	-0.965371543
A2	G	16	0.047256818	15.59159	21	0.087	4	1.204119983	0.217386334	-1.325535525	3.948618746	1.192890406	4.582575695	1.322219295	0.294957624	-1.060480747
A2	G	20	0.036573286	15.68337	28	0.0815	4.472135955	1.301029996	0.191241434	-1.436836018	3.960223479	1.195439388	5.291502622	1.447158031	0.285482048	-1.088842391
A2	G	15	0.056065417	13.97538	21	0.0993	3.872983346	1.176091259	0.23678137	-1.251304943	3.738365953	1.145363625	4.582575695	1.322219295	0.315119025	-1.003050752
A2	G	17	0.0336873	18.05296	28	0.049	4.123105626	1.230448921	0.183541004	-1.472533796	4.248877499	1.25654842	5.291502622	1.447158031	0.221359436	-1.30980392
A2	G	17	0.0327009	19.68729	28	0.0673	4.123105626	1.230448921	0.180833902	-1.485440294	4.437036173	1.294185939	5.291502622	1.447158031	0.259422435	-1.171984936
A2	G	22	0.0189256	23.21065	29	0.0323	4.69041576	1.342422681	0.137570346	-1.722950343	4.817743248	1.365687303	5.385164807	1.462397998	0.179722008	-1.490797478
A2	G	15	0.058341417	18.577	29	0.0881	3.872983346	1.176091259	0.24153968	-1.234023027	4.310104407	1.268975581	5.385164807	1.462397998	0.296816442	-1.055024092
A2	G	12	0.103756333	15.24598	28	0.1109	3.464101615	1.079181246	0.322112299	-0.983985386	3.904610096	1.183155346	5.291502622	1.447158031	0.333016516	-0.955068454
A2	G	11	0.113272375	12.20349	26	0.218	3.31662479	1.041392685	0.336559616	-0.945875993	3.493349396	1.08648405	5.099019514	1.414973348	0.466904701	-0.661543506
A2	G	20	0.030725571	22.51872	28	0.0454	4.472135955	1.301029996	0.17528711	-1.512500037	4.745389341	1.352543701	5.291502622	1.447158031	0.213072758	-1.342944147
A2	G	14	0.069778923	17.62532	28	0.1118	3.741657387	1.146128036	0.264157004	-1.156275738	4.198252017	1.246137011	5.291502622	1.447158031	0.33436507	-0.951558196
A2	G	15	0.043785	16.01352	21	0.071	3.872983346	1.176091259	0.209248656	-1.358674646	4.001689643	1.204486807	4.582575695	1.322219295	0.266458252	-1.148741651
A2	G	24	0.016358667	NA	NA	NA	4.898979486	1.380211242	0.127901005	-1.786252088	NA	NA	NA	NA	NA	NA
A2	G	24	0.02447	15.37189	21	0.0683	4.898979486	1.380211242	0.156428898	-1.611366031	3.920700193	1.186727268	4.582575695	1.322219295	0.261342687	-1.165579296
A2	G	13	0.089175214	15.24598	28	0.1312	3.605551275	1.113943352	0.298622193	-1.04975584	3.904610096	1.183155346	5.291502622	1.447158031	0.362215406	-0.882066165
A2	G	12	0.093864133	13.54928	27	0.1199	3.464101615	1.079181246	0.30637254	-1.027500327	3.680934664	1.131916218	5.196152423	1.431363764	0.346265794	-0.921180817
A2	G	20	0.044602429	18.81694	28	0.0483	4.472135955	1.301029996	0.211192872	-1.350641489	4.337849698	1.274549	5.291502622	1.447158031	0.21977261	-1.316052869
A2	G	23	0.01423125	17.62895	27	0.055	4.795831523	1.361727836	0.119294803	-1.846756952	4.198684318	1.246226446	5.196152423	1.431363764	0.234520788	-1.259637311
C1	A	15	0.027979	21.21607	28	0.1039	3.872983346	1.176091259	0.167269244	-1.553167812	4.606090533	1.32666494	5.291502622	1.447158031	0.322335229	-0.983384452
C1	A	14	0.047972462	16.91647	28	0.0861	3.741657387	1.146128036	0.219026167	-1.319007992	4.112963652	1.228309743	5.291502622	1.447158031	0.293428015	-1.064996849
C1	A	20	0.021209857	18.35016	27	0.052	4.472135955	1.301029996	0.145636043	-1.67346226	4.283708674	1.263639855	5.196152423	1.431363764	0.228035085	-1.283996656
C1	A	24	0.014123667	18.81694	28	0.0548	4.898979486	1.380211242	0.118843035	-1.850052531	4.337849698	1.274549	5.291502622	1.447158031	0.234093998	-1.261219442
C1	A	12	0.062797267	18.23478	27	0.0884	3.464101615	1.079181246	0.250593829	-1.202059257	4.270220135	1.260900528	5.196152423	1.431363764	0.297321375	-1.053547735
C1	A	20	0.029330857	18.15253	28	0.0675	4.472135955	1.301029996	0.171262538	-1.532675247	4.260578599	1.258937163	5.291502622	1.447158031	0.259807621	-1.170696227
C1	A	15	0.041007917	14.44035	27	0.0977	3.872983346	1.176091259	0.202504116	-1.38713229	3.800046052	1.15957772	5.196152423	1.431363764	0.312569992	-1.010105436
C1	A	14	0.062735846	16.04144	28	0.1268	3.741657387	1.146128036	0.250471248	-1.202484241	4.00517665	1.205243351	5.291502622	1.447158031	0.356089876	-0.896880746
C1	A	15	0.023097	16.91647	28	0.0562	3.872983346	1.176091259	0.151976972	-1.636444426	4.112963652	1.228309743	5.291502622	1.447158031	0.237065392	-1.250263684
C1	A	21	0.0166885	16.74136	27	0.0695	4.582575695	1.322219295	0.129183977	-1.777582697	4.091620706	1.223790735	5.196152423	1.431363764	0.263628527	-1.158015195
C1	A	17	0.0242365	24.69079	34	0.0534	4.123105626	1.230448921	0.155680763	-1.615530097	4.968982793	1.392534986	5.830951895	1.531478917	0.2310844	-1.272458743
C1	A	24	0.019771	26.87942	34	0.0263	4.898979486	1.380211242	0.140609388	-1.703971364	5.184536623	1.429419893	5.830951895	1.531478917	0.162172747	-1.580044252
C1	A	16	0.026025818	14.81738	26	0.0716	4	1.204119983	0.161325193	-1.584595612	3.849335008	1.170771419	5.099019514	1.414973348	0.267581763	-1.145086978
C1	A	20	0.01418	17.16875	27	0.0707	4.472135955	1.301029996	0.119079805	-1.848323769	4.143519036	1.234738677	5.196152423	1.431363764	0.265894716	-1.150580586
C1	A	21	0.018297	21.11885	28	0.0577	4.582575695	1.322219295	0.135266404	-1.737620112	4.595524997	1.324670266	5.291502622	1.447158031	0.240208243	-1.238824187
C1	A	21	0.015544833	27.70424	35	0.0273	4.582575695	1.322219295	0.12467892	-1.808413939	5.263481737	1.442546241	5.916079783	1.544068044	0.165227116	-1.563837353
C1	A	20	0.013548143	19.38889	28	0.0605	4.472135955	1.301029996	0.11639649	-1.868120228	4.403281731	1.287552947	5.291502622	1.447158031	0.245967478	-1.218244625
C1	A	20	0.028884857	18.55769	29	0.0487	4.472135955	1.301029996	0.169955456	-1.539329778	4.30786374	1.268523916	5.385164807	1.462397998	0.220680765	-1.312471039
C1	A	20	0.021457857	17.3698	27	0.0571	4.472135955	1.301029996	0.146485006	-1.668413653	4.167709203	1.239794818	5.196152423	1.431363764	0.238956063	-1.243363892
C1	A	17	0.016007	21.97063	34	0.0353	4.123105626	1.230448921	0.126518773	-1.795690055	4.687283862	1.34184251	5.830951895	1.531478917	0.187882942	-1.452225295
C1	A	15	0.026546333	16.5282	26	0.0905	3.872983346	1.176091259	0.162930454	-1.575995462	4.0654889	1.218225559	5.099019514	1.414973348	0.300832179	-1.043351421
C1	A	20	0.014075714	27.76166	35	0.038	4.472135955	1.301029996	0.118641114	-1.851529566	5.268933478	1.443445431	5.916079783	1.544068044	0.194935887	-1.420216403
C1	A	16	0.035394182	19.13509	35	0.1072	4	1.204119983	0.188133415	-1.45106812	4.374367383	1.281830509	5.916079783	1.544068044	0.327414111	-0.969805215
C1	A	22	0.0090396	21.97063	34	0.044	4.69041576	1.342422681	0.095076811	-2.043850787	4.687283862	1.34184251	5.830951895	1.531478917	0.20976177	-1.356547324
C1	A	15	0.016417417	20.7885	28	0.0617	3.872983346	1.176091259	0.128130469	-1.784695171	4.559440755	1.317823154	5.291502622	1.447158031	0.248394847	-1.209714836
C1	A	20	0.014605	21.97063	34	0.0354	4.472135955	1.301029996	0.120851148	-1.835498439	4.687283862	1.34184251	5.830951895	1.531478917	0.188148877	-1.450996738
C1	A	13	0.054649429	17.44435	35	0.0985	3.605551275	1.113943352	0.233772173	-1.262414371	4.176643389	1.241654792	5.916079783	1.544068044	0.313847097	-1.00656377
C1	A	16	0.024674182	19.67599	28	0.0655	4	1.204119983	0.157080177	-1.607757236	4.435762618	1.293936593	5.291502622	1.447158031	0.255929678	-1.1837587
C1	A	15	0.0345985	18.88941	28	0.0935	3.872983346	1.176091259	0.18600672	-1.460942729	4.346194887	1.276218393	5.291502622	1.447158031	0.305777697	-1.029188389
C1	A	22	0.0102148	18.47938	26	0.0507	4.69041576	1.342422681	0.101068294	-1.990770132	4.298764939	1.266687396	5.099019514	1.414973348	0.225166605	-1.294992041
C1	A	17	0.0298825	18.35016	27	0.0632	4.123105626	1.230448921	0.172865555	-1.524583072	4.283708674	1.263639855	5.196152423	1.431363764	0.251396102	-1.199282922
C1	A	11	0.070284125	16.5282	26	0.1041	3.31662479	1.041392685	0.265111533	-1.153142758	4.0654889	1.218225559	5.099019514	1.414973348	0.322645316	-0.98254927
C1	A	15	0.060104833	16.34294	27	0.0836	3.872983346	1.176091259	0.24516287	-1.221090605	4.042640226	1.213330186	5.196152423	1.431363764	0.289136646	-1.077793723
C1	A	20	0.017156143	18.88941	28	0.0455	4.472135955	1.301029996	0.130981461	-1.765580342	4.346194887	1.276218393	5.291502622	1.447158031	0.21330729	-1.341988603
C1	A	20	0.021625286	18.95559	27	0.0475	4.472135955	1.301029996	0.147055384	-1.66503814	4.353801787	1.277737307	5.196152423	1.431363764	0.217944947	-1.32330639
C1	A	20	0.014777286	19.02965	28	0.057	4.472135955	1.301029996	0.121561861	-1.830405321	4.362298706	1.279430801	5.291502622	1.447158031	0.238746728	-1.244125144
C1	A	20	0.02381	16.76904	28	0.0577	4.472135955	1.301029996	0.154304893	-1.623240605	4.095001832	1.224508201	5.291502622	1.447158031	0.240208243	-1.238824187
C1	A	10	0.103129529	15.84588	26	0.1138	3.16227766	1	0.321137866	-0.986616966	3.980688383	1.199916363	5.099019514	1.414973348	0.337342556	-0.943857738
C1	A	13	0.069566214	16.91647	28	0.0679	3.605551275	1.113943352	0.263754079	-1.157601632	4.112963652	1.228309743	5.291502622	1.447158031	0.260576284	-1.168130226
C1	A	24	0.01414	25.09992	27	0.0343	4.898979486	1.380211242	0.118911732	-1.849550591	5.009982036	1.399672337	5.196152423	1.431363764	0.185202592	-1.46470588
C1	A	12	0.066190133	16.84993	28	0.0622	3.464101615	1.079181246	0.257274431	-1.179206746	4.104866624	1.226598101	5.291502622	1.447158031	0.249399278	-1.206209615
C1	A	22	0.0092718	21.97063	34	0.0279	4.69041576	1.342422681	0.096290186	-2.032835945	4.687283862	1.34184251	5.830951895	1.531478917	0.167032931	-1.554395797
C1	A	14	0.037825615	11.95493	27	0.1529	3.741657387	1.146128036	0.194488084	-1.422214002	3.457590201	1.077547038	5.196152423	1.431363764	0.391024296	-0.815592515
C1	A	10	0.055644647	20.73394	28	0.1283	3.16227766	1	0.235891176	-1.254576608	4.553453634	1.316681837	5.291502622	1.447158031	0.358189894	-0.891773344
C1	A	12	0.0719678	17.5501	28	0.0989	3.464101615	1.079181246	0.268268149	-1.142861773	4.189283948	1.244279595	5.291502622	1.447158031	0.314483704	-1.004803708
C1	A	12	0.0632076	12.4887	22	0.09	3.464101615	1.079181246	0.251411217	-1.1992307	3.533935483	1.096517233	4.69041576	1.342422681	0.3	-1.045757491
C1	A	16	0.025942636	18.35016	28	0.0539	4	1.204119983	0.161067179	-1.585985898	4.283708674	1.263639855	5.291502622	1.447158031	0.232163735	-1.268411235
C1	A	15	0.040809333	17.16875	27	0.0528	3.872983346	1.176091259	0.2020132	-1.389240503	4.143519036	1.234738677	5.196152423	1.431363764	0.229782506	-1.277366077
C1	G	20	0.027200143	16.74136	27	0.0545	4.472135955	1.301029996	0.164924659	-1.565428813	4.091620706	1.223790735	5.196152423	1.431363764	0.233452351	-1.263603498
C1	G	14	0.031814462	15.84588	27	0.0895	3.741657387	1.146128036	0.17836609	-1.497375417	3.980688383	1.199916363	5.196152423	1.431363764	0.299165506	-1.048176965
C1	G	11	0.07353	16.25556	26	0.085	3.31662479	1.041392685	0.271164157	-1.133535434	4.031818448	1.211001935	5.099019514	1.414973348	0.291547595	-1.070581074
C1	G	15	0.03489	15.59117	27	0.0915	3.872983346	1.176091259	0.186788651	-1.457299031	3.948565562	1.192878707	5.196152423	1.431363764	0.302489669	-1.038578906
C1	G	20	0.028458714	16.19307	28	0.0483	4.472135955	1.301029996	0.168697107	-1.545784729	4.024061381	1.209329193	5.291502622	1.447158031	0.21977261	-1.316052869
C1	G	13	0.055034429	16.5282	26	0.0689	3.605551275	1.113943352	0.234594179	-1.259365535	4.0654889	1.218225559	5.099019514	1.414973348	0.262488095	-1.161780778
C1	G	21	0.016538167	18.15253	28	0.0499	4.582575695	1.322219295	0.128600805	-1.781512627	4.260578599	1.258937163	5.291502622	1.447158031	0.223383079	-1.301899454
C1	G	12	0.079177	13.21372	21	0.0764	3.464101615	1.079181246	0.281384079	-1.101400958	3.635068087	1.1210251	4.582575695	1.322219295	0.276405499	-1.116906641
C1	G	21	0.016485167	15.68337	28	0.0775	4.582575695	1.322219295	0.128394575	-1.782906649	3.960223479	1.195439388	5.291502622	1.447158031	0.278388218	-1.110698297
C1	G	11	0.101107	12.20349	26	0.1175	3.31662479	1.041392685	0.317973269	-0.995218776	3.493349396	1.08648405	5.099019514	1.414973348	0.34278273	-0.929962133
C1	G	23	0.0014875	25.48077	34	0.03	4.795831523	1.361727836	0.038568122	-2.827543026	5.047848056	1.406212548	5.830951895	1.531478917	0.173205081	-1.522878745
C1	G	20	0.020521	18.15253	28	0.0514	4.472135955	1.301029996	0.143251527	-1.68780148	4.260578599	1.258937163	5.291502622	1.447158031	0.226715681	-1.289036881
C1	G	20	0.019867571	21.97063	34	0.0485	4.472135955	1.301029996	0.140952371	-1.701855226	4.687283862	1.34184251	5.830951895	1.531478917	0.220227155	-1.314258261
C1	G	12	0.080478867	18.80792	28	0.1143	3.464101615	1.079181246	0.283687975	-1.094318146	4.336809887	1.274340769	5.291502622	1.447158031	0.33808283	-0.94195377
C1	G	21	0.014102833	17.44435	27	0.0684	4.582575695	1.322219295	0.118755349	-1.850693637	4.176643389	1.241654792	5.196152423	1.431363764	0.261533937	-1.164943898
C1	G	20	0.037099143	17.73461	26	0.085	4.472135955	1.301029996	0.192611378	-1.430636123	4.211248034	1.248821642	5.099019514	1.414973348	0.291547595	-1.070581074
C1	G	20	0.021839714	18.95559	27	0.0537	4.472135955	1.301029996	0.147782658	-1.660753053	4.353801787	1.277737307	5.196152423	1.431363764	0.231732605	-1.270025714
C1	G	13	0.053573143	16.34294	27	0.111	3.605551275	1.113943352	0.231458729	-1.271052874	4.042640226	1.213330186	5.196152423	1.431363764	0.333166625	-0.954677021
C1	G	21	0.015050167	21.17999	29	0.0354	4.582575695	1.322219295	0.122679122	-1.822458681	4.602172313	1.325925751	5.385164807	1.462397998	0.188148877	-1.450996738
C1	G	13	0.054680929	18.64242	26	0.0824	3.605551275	1.113943352	0.233839537	-1.262164116	4.317686881	1.270502288	5.099019514	1.414973348	0.287054002	-1.084072788
C1	G	15	0.03461475	NA	NA	NA	3.872983346	1.176091259	0.186050396	-1.460738801	NA	NA	NA	NA	NA	NA
C1	G	20	0.024020429	17.62895	27	0.0582	4.472135955	1.301029996	0.154985254	-1.61941924	4.198684318	1.246226446	5.196152423	1.431363764	0.241246762	-1.235077015
C1	G	13	0.049592786	16.74136	27	0.0934	3.605551275	1.113943352	0.222694378	-1.304581493	4.091620706	1.223790735	5.196152423	1.431363764	0.305614136	-1.029653124
C1	G	15	0.037234833	16.34294	27	0.1029	3.872983346	1.176091259	0.192963294	-1.42905059	4.042640226	1.213330186	5.196152423	1.431363764	0.320780299	-0.987584625
C1	G	17	0.0274295	16.74136	27	0.0655	4.123105626	1.230448921	0.165618538	-1.561782109	4.091620706	1.223790735	5.196152423	1.431363764	0.255929678	-1.1837587
C1	G	20	0.013995286	18.81694	28	0.045	4.472135955	1.301029996	0.118301674	-1.854018222	4.337849698	1.274549	5.291502622	1.447158031	0.212132034	-1.346787486
C1	G	13	0.048800357	16.01185	27	0.0859	3.605551275	1.113943352	0.220908028	-1.311577001	4.001480976	1.204441513	5.196152423	1.431363764	0.293087018	-1.066006836
C1	G	15	0.044311583	18.81694	28	0.0851	3.872983346	1.176091259	0.210503166	-1.353482735	4.337849698	1.274549	5.291502622	1.447158031	0.291719043	-1.07007044
C1	G	16	0.027832727	21.97063	34	0.0462	4	1.204119983	0.166831433	-1.55544424	4.687283862	1.34184251	5.830951895	1.531478917	0.214941853	-1.335358024
C1	G	20	0.016923429	NA	NA	NA	4.472135955	1.301029996	0.13009008	-1.771511636	NA	NA	NA	NA	NA	NA
C1	G	20	0.017084143	14.00042	22	0.0063	4.472135955	1.301029996	0.130706323	-1.767406802	3.741713511	1.146141064	4.69041576	1.342422681	0.079372539	-2.200659451
C1	G	13	0.050891714	13.9709	26	0.1074	3.605551275	1.113943352	0.225591919	-1.293352922	3.737766713	1.145224384	5.099019514	1.414973348	0.327719392	-0.968995719
C1	G	15	0.03719775	19.02965	28	0.0543	3.872983346	1.176091259	0.192867182	-1.429483329	4.362298706	1.279430801	5.291502622	1.447158031	0.233023604	-1.26520017
C1	G	15	0.034123833	18.4965	27	0.0617	3.872983346	1.176091259	0.184726373	-1.466942192	4.300755748	1.267089557	5.196152423	1.431363764	0.248394847	-1.209714836
C1	G	13	0.040696571	16.34294	27	0.1062	3.605551275	1.113943352	0.201733911	-1.390442182	4.042640226	1.213330186	5.196152423	1.431363764	0.325883415	-0.973875483
C1	G	17	0.020121	16.92041	26	0.0704	4.123105626	1.230448921	0.141848511	-1.696350439	4.113442597	1.228410882	5.099019514	1.414973348	0.265329983	-1.152427341
C1	G	20	0.033742143	16.46153	28	0.0961	4.472135955	1.301029996	0.183690345	-1.471827338	4.057281109	1.216470198	5.291502622	1.447158031	0.31	-1.017276612
C1	G	20	0.033311	16.46153	28	0.0771	4.472135955	1.301029996	0.182513013	-1.47741233	4.057281109	1.216470198	5.291502622	1.447158031	0.277668868	-1.112945622
C1	G	14	0.049493231	15.59939	27	0.1148	3.741657387	1.146128036	0.222470742	-1.305454194	3.949606309	1.193107616	5.196152423	1.431363764	0.338821487	-0.940058112
C1	G	16	0.026628364	15.84588	26	0.0798	4	1.204119983	0.163181997	-1.574655515	3.980688383	1.199916363	5.099019514	1.414973348	0.282488938	-1.097997109
C1	G	13	0.037330857	16.92041	26	0.1003	3.605551275	1.113943352	0.193211948	-1.42793204	4.113442597	1.228410882	5.099019514	1.414973348	0.316701752	-0.998699067
C1	G	20	0.020494714	20.81985	34	0.0584	4.472135955	1.301029996	0.14315975	-1.688358138	4.562877382	1.318477596	5.830951895	1.531478917	0.241660919	-1.233587153
C1	G	20	0.025383429	17.44435	27	0.0661	4.472135955	1.301029996	0.159321778	-1.59544971	4.176643389	1.241654792	5.196152423	1.431363764	0.257099203	-1.179798541
C1	G	17	0.0354424	15.78282	28	0.1257	4.123105626	1.230448921	0.18826152	-1.450476877	3.972759746	1.198184604	5.291502622	1.447158031	0.354541958	-0.900664722
C1	G	21	0.009965833	20.73394	28	0.089	4.582575695	1.322219295	0.099829019	-2.001486395	4.553453634	1.316681837	5.291502622	1.447158031	0.298328678	-1.050609993
C1	G	12	0.091973333	12.20349	26	0.1503	3.464101615	1.079181246	0.303271055	-1.036338075	3.493349396	1.08648405	5.099019514	1.414973348	0.387685439	-0.823041019
C1	G	14	0.038972231	NA	NA	NA	3.741657387	1.146128036	0.197413857	-1.409244732	NA	NA	NA	NA	NA	NA
C1	G	11	0.091081375	18.17498	26	0.1011	3.31662479	1.041392685	0.30179691	-1.040570422	4.263212404	1.259473942	5.099019514	1.414973348	0.317962262	-0.995248844
C2	A	11	0.061136875	16.34294	27	0.1536	3.31662479	1.041392685	0.247258721	-1.213696764	4.042640226	1.213330186	5.196152423	1.431363764	0.391918359	-0.813608784
C2	A	14	0.028852615	20.73394	28	0.0855	3.741657387	1.146128036	0.169860575	-1.539814819	4.553453634	1.316681837	5.291502622	1.447158031	0.29240383	-1.068033885
C2	A	22	0.006817	22.19074	28	0.0387	4.69041576	1.342422681	0.082565126	-2.166406706	4.71070483	1.346171785	5.291502622	1.447158031	0.196723156	-1.412289035
C2	A	13	0.039904786	16.74136	27	0.0866	3.605551275	1.113943352	0.199761823	-1.398975014	4.091620706	1.223790735	5.196152423	1.431363764	0.294278779	-1.062482108
C2	A	17	0.0254292	16.74136	27	0.1254	4.123105626	1.230448921	0.159465357	-1.594667302	4.091620706	1.223790735	5.196152423	1.431363764	0.354118624	-0.901702464
C2	A	14	0.049290846	15.56639	26	0.1087	3.741657387	1.146128036	0.222015418	-1.307233728	3.945426466	1.192187907	5.099019514	1.414973348	0.32969683	-0.963770456
C2	A	17	0.021694	23.82041	34	0.0776	4.123105626	1.230448921	0.147288832	-1.663660364	4.88061574	1.376949232	5.830951895	1.531478917	0.278567766	-1.110138279
C2	A	9	0.106915056	NA	NA	NA	3	0.954242509	0.326978678	-0.970961132	NA	NA	NA	NA	NA	NA
C2	A	11	0.065221813	16.74136	27	0.1549	3.31662479	1.041392685	0.255385616	-1.185607133	4.091620706	1.223790735	5.196152423	1.431363764	0.393573373	-0.809948582
C2	A	20	0.019741286	22.4262	28	0.0511	4.472135955	1.301029996	0.140503687	-1.70462456	4.735630898	1.350755691	5.291502622	1.447158031	0.226053091	-1.2915791
C2	A	12	0.046248067	17.79222	28	0.1095	3.464101615	1.079181246	0.215053637	-1.334906414	4.218082503	1.25023014	5.291502622	1.447158031	0.330907842	-0.960585881
C2	A	20	0.013243714	21.97063	34	0.0599	4.472135955	1.301029996	0.115081336	-1.877990206	4.687283862	1.34184251	5.830951895	1.531478917	0.244744765	-1.222573178
C2	A	20	0.025562714	19.82814	34	0.0599	4.472135955	1.301029996	0.159883439	-1.592393039	4.452879967	1.297281977	5.830951895	1.531478917	0.244744765	-1.222573178
C2	A	14	0.034783462	16.34294	27	0.0727	3.741657387	1.146128036	0.186503249	-1.458627195	4.042640226	1.213330186	5.196152423	1.431363764	0.269629375	-1.138465589
C2	A	20	0.016151	20.11827	34	0.058	4.472135955	1.301029996	0.127086585	-1.791800583	4.485339452	1.303590632	5.830951895	1.531478917	0.240831892	-1.236572006
C2	A	13	0.032218	16.74136	27	0.0926	3.605551275	1.113943352	0.179493732	-1.491901423	4.091620706	1.223790735	5.196152423	1.431363764	0.304302481	-1.033389013
C2	A	12	0.066244	13.9709	26	0.15	3.464101615	1.079181246	0.257379098	-1.178853452	3.737766713	1.145224384	5.099019514	1.414973348	0.387298335	-0.823908741
C2	A	17	0.0120494	17.82653	27	0.0909	4.123105626	1.230448921	0.109769759	-1.919034578	4.222147558	1.251066814	5.196152423	1.431363764	0.301496269	-1.041436117
C2	A	24	0.012766667	27.76166	35	0.0328	4.898979486	1.380211242	0.112989677	-1.893922469	5.268933478	1.443445431	5.916079783	1.544068044	0.181107703	-1.484126156
C2	A	14	0.022219846	21.97063	34	0.0493	3.741657387	1.146128036	0.149063228	-1.653258955	4.687283862	1.34184251	5.830951895	1.531478917	0.222036033	-1.307153081
C2	A	9	0.127872056	12.22526	26	0.1801	3	0.954242509	0.357592025	-0.893224352	3.496463928	1.087258104	5.099019514	1.414973348	0.424381903	-0.744486287
C2	A	20	0.022636	16.74136	27	0.0909	4.472135955	1.301029996	0.15045265	-1.645200315	4.091620706	1.223790735	5.196152423	1.431363764	0.301496269	-1.041436117
C2	A	13	0.039855786	20.87044	34	0.0872	3.605551275	1.113943352	0.199639139	-1.399508622	4.568417669	1.319531605	5.830951895	1.531478917	0.295296461	-1.059483515
C2	A	12	0.056969067	15.56639	26	0.1339	3.464101615	1.079181246	0.238681937	-1.244360893	3.945426466	1.192187907	5.099019514	1.414973348	0.365923489	-0.873219423
C2	A	13	0.041520071	16.01185	27	0.1025	3.605551275	1.113943352	0.203764744	-1.381741913	4.001480976	1.204441513	5.196152423	1.431363764	0.320156212	-0.989276135
C2	A	13	0.029922143	18.81694	28	0.0766	3.605551275	1.113943352	0.172980181	-1.524007306	4.337849698	1.274549	5.291502622	1.447158031	0.27676705	-1.11577123
C2	A	12	0.046913067	17.3698	27	0.065	3.464101615	1.079181246	0.216594245	-1.328706174	4.167709203	1.239794818	5.196152423	1.431363764	0.254950976	-1.187086643
C2	A	13	0.033044071	20.73658	28	0.0974	3.605551275	1.113943352	0.181780282	-1.480906453	4.553743515	1.316737132	5.291502622	1.447158031	0.312089731	-1.011441043
C2	A	13	0.054003714	13.9709	26	0.1515	3.605551275	1.113943352	0.232386992	-1.267576371	3.737766713	1.145224384	5.099019514	1.414973348	0.389230009	-0.819587367
C2	A	13	0.032420857	16.5282	26	0.0805	3.605551275	1.113943352	0.180057927	-1.489175509	4.0654889	1.218225559	5.099019514	1.414973348	0.283725219	-1.09420412
C2	A	14	0.037140769	16.74136	27	0.0832	3.741657387	1.146128036	0.192719405	-1.430149108	4.091620706	1.223790735	5.196152423	1.431363764	0.288444102	-1.079876674
C2	A	20	0.018526714	19.68729	28	0.0622	4.472135955	1.301029996	0.136112872	-1.732201603	4.437036173	1.294185939	5.291502622	1.447158031	0.249399278	-1.206209615
C2	A	24	0.012521	26.30166	35	0.0312	4.898979486	1.380211242	0.111897274	-1.902360984	5.128514405	1.419983159	5.916079783	1.544068044	0.176635217	-1.505845406
C2	A	14	0.037400846	23.39715	35	0.0655	3.741657387	1.146128036	0.193392983	-1.427118574	4.837060058	1.369162959	5.916079783	1.544068044	0.255929678	-1.1837587
